Year,Year Code,Country Name,Country Code,"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]",Population growth (annual %) [SP.POP.GROW],"Population, female [SP.POP.TOTL.FE.IN]","Population, male [SP.POP.TOTL.MA.IN]","Population, total [SP.POP.TOTL]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]",Net migration [SM.POP.NETM]
2001,YR2001,"Yemen, Rep.",YEM,38.754,61.216,59.736,62.81,2.8834995561068,8882752,9035617,17918369,50.4265594708983,49.5734405291017,..
2001,YR2001,Zambia,ZMB,45.143,44.615,42.542,46.821,2.61767060032465,5394084,5298113,10692197,49.551210102096,50.448789897904,..
2001,YR2001,Zimbabwe,ZWE,31.963,44.01,42.086,46.111,0.356423889517409,6111887,5812019,11923906,48.7425764678118,51.2574235321882,..
2002,YR2002,Afghanistan,AFG,46.901,56.784,55.583,58.08,4.4967187466326,10958668,11642106,22600774,51.5119791915091,48.4880208084909,744193
2002,YR2002,Africa Eastern and Southern,AFE,40.1262800034021,52.0431492826438,50.2184656348051,53.9448091299509,2.61958587805167,211655114,207568603,419223717,49.5126098319295,50.4873901680705,-953560
2002,YR2002,Africa Western and Central,AFW,42.7095349131969,49.8169286273063,48.8286998165183,50.8248799870958,2.69958855738133,140713935,141128545,281842480,50.0735534969746,49.9264465030254,-536494
2002,YR2002,Albania,ALB,14.79,74.579,71.951,77.538,-0.299876697084691,1506138,1544872,3051010,50.6347836962839,49.3652163037161,-176774
2002,YR2002,Algeria,DZA,19.27,71.605,70.25,73.015,1.27507186121623,15721105,16134005,31855110,50.6480906830961,49.3519093169039,-205228
2002,YR2002,American Samoa,ASM,..,..,..,..,0.988330193693618,..,..,59077,..,..,..
2002,YR2002,Andorra,AND,11.2,..,..,..,3.93669093122378,..,..,70048,..,..,..
2002,YR2002,Angola,AGO,47.911,47.702,45.567,50.005,3.32926238194308,8814755,8704663,17519418,49.6858000648195,50.3141999351805,261100
2002,YR2002,Antigua and Barbuda,ATG,19.339,74.395,72.911,75.764,1.39671745207427,41444,36854,78298,47.0688906485479,52.9311093514521,252
2002,YR2002,Arab World,ARB,28.0589185308009,68.3402463203748,66.5853517770415,70.2186463070568,2.16101046127129,144229745,150435457,294665202,51.0530107112425,48.9469892887575,183214
2002,YR2002,Argentina,ARG,19.175,73.932,70.484,77.326,1.08355691032176,19390957,18290786,37681743,48.540180320215,51.459819679785,-125000
2002,YR2002,Armenia,ARM,13.208,72.112,68.824,75.106,-0.549251281615873,1609123,1424853,3033976,46.9632258132563,53.0367741867437,-160521
2002,YR2002,Aruba,ABW,13.375,73.937,71.469,76.375,2.23551495177429,49506,45486,94992,47.8840323395654,52.1159676604346,6263
2002,YR2002,Australia,AUS,12.8,79.9365853658537,77.4,82.6,1.22056378534358,9846313,9805087,19651400,49.8951053240272,50.1048946759728,589282
2002,YR2002,Austria,AUT,9.7,78.6780487804878,75.8,81.7,0.49198046425522,4156033,3925924,8081957,48.576398292536,51.423601707464,178117
2002,YR2002,Azerbaijan,AZE,13.5,67.391,64.435,70.33,0.746173582716985,4165648,4006302,8171950,49.0250469218256,50.9749530781745,36523
2002,YR2002,"Bahamas, The",BHS,16.177,71.977,68.866,75.025,1.65142420031368,158124,149533,307657,48.6038022863124,51.3961977136877,11877
2002,YR2002,Bahrain,BHR,20.591,74.822,74.072,75.771,5.24867615509094,307145,427995,735140,58.2195228119814,41.7804771880186,155500
2002,YR2002,Bangladesh,BGD,26.132,66.43,65.815,67.126,1.82005804676631,64460652,68017425,132478077,51.3424005996102,48.6575994003898,-1492537
2002,YR2002,Barbados,BRB,13.624,77.534,75.745,79.222,0.340345106217317,142102,131321,273423,48.0285125976966,51.9714874023034,-3188
2002,YR2002,Belarus,BLR,8.9,68.0560975609756,62.3,74.1,-0.636565666436346,5241939,4623609,9865548,46.8662206959786,53.1337793040214,-6382
2002,YR2002,Belgium,BEL,10.9,78.0756097560976,75.1,81.2,0.448268894821562,5269639,5063146,10332785,49.0007842831547,50.9992157168453,219560
2002,YR2002,Belize,BLZ,28.62,69.272,66.616,72.204,2.82903368838709,130322,132065,262387,50.3321429796446,49.6678570203554,5797
2002,YR2002,Benin,BEN,41.654,56.025,54.415,57.559,3.04323585581059,3691953,3603447,7295400,49.3934122871947,50.6065877128053,25005
2002,YR2002,Bermuda,BMU,13.2,78.0878048780488,75.6,80.7,0.650636983025823,..,..,62912,..,..,..
2002,YR2002,Bhutan,BTN,25.025,62.728,62.448,62.99,2.03045835379997,297894,318131,616025,51.6425469745546,48.3574530254454,6171
2002,YR2002,Bolivia,BOL,29.263,63.64,61.678,65.695,1.87706695230949,4343643,4399179,8742822,50.3176091198014,49.6823908801986,-77720
2002,YR2002,Bosnia and Herzegovina,BIH,9.966,74.803,72.1,77.333,0.103128419446988,1912945,1846444,3759389,49.1155344658401,50.8844655341599,-6000
2002,YR2002,Botswana,BWA,29.05,50.232,47.996,52.679,1.77336653734728,878119,826518,1704637,48.486451954287,51.513548045713,26928
2002,YR2002,Brazil,BRA,18.955,70.813,67.09,74.715,1.31274754952678,90679052,88858471,179537523,49.4929803615482,50.5070196384518,0
2002,YR2002,British Virgin Islands,VGB,..,..,..,..,2.16739340850762,..,..,21128,..,..,..
2002,YR2002,Brunei Darussalam,BRN,21.447,73.332,72.279,74.525,1.96274868424019,171179,175598,346777,50.637152983041,49.362847016959,422
2002,YR2002,Bulgaria,BGR,8.5,71.8658536585366,68.5,75.4,-2.17069878030004,4021456,3815705,7837161,48.687340155566,51.312659844434,-85500
2002,YR2002,Burkina Faso,BFA,45.778,51.384,50.208,52.409,2.87595128397125,6245192,6047905,12293097,49.1975699858221,50.8024300141779,-125000
2002,YR2002,Burundi,BDI,42.809,50.81,49.291,52.296,2.69973365880048,3406889,3297229,6704118,49.1821444670276,50.8178555329724,-24721
2002,YR2002,Cabo Verde,CPV,26.099,69.557,65.918,72.784,1.65119564721033,229315,213640,442955,48.2306329085347,51.7693670914653,-9859
2002,YR2002,Cambodia,KHM,26.793,60.283,58.007,62.477,1.85531651766813,6500497,6137222,12637719,48.5627350948379,51.4372649051621,-35156
2002,YR2002,Cameroon,CMR,41.196,51.536,50.196,52.894,2.65572295906298,8212674,8144931,16357605,49.7929311778833,50.2070688221167,-54000
2002,YR2002,Canada,CAN,10.5,79.490243902439,77.1,82,1.08744792718674,15820650,15539429,31360079,49.5516266783329,50.4483733216671,1052013
2002,YR2002,Caribbean small states,CSS,19.5542789543504,71.7133625669445,69.6029055266078,73.8131514751963,0.69931882391738,3267294,3222664,6604966,49.6561611030457,50.3438388969543,-176783
2002,YR2002,Cayman Islands,CYM,13.7,..,..,..,3.16555144310569,..,..,45347,..,..,..
2002,YR2002,Central African Republic,CAF,41.194,44.063,42.787,45.345,2.12957160265037,1925842,1876287,3802129,49.3483256354532,50.6516743645468,-24405
2002,YR2002,Central Europe and the Baltics,CEB,9.27703769430054,73.2424154880921,69.3503141436081,77.3415848996881,-0.650464177326484,55236846,51722905,106959751,48.3573530344662,51.6426469655338,-804567
2002,YR2002,Chad,TCD,50.451,47.9,46.726,49.086,3.85617872575277,4527646,4491580,9019226,49.800060448646,50.199939551354,218966
2002,YR2002,Channel Islands,CHI,11.336,79.548,77.079,81.9,0.330780245893613,76555,73036,149591,48.8237928752398,51.1762071247602,1513
2002,YR2002,Chile,CHL,15.713,76.894,73.768,79.881,1.0788448744697,7967282,7717131,15684413,49.2025490529993,50.7974509470007,42330
2002,YR2002,China,CHN,12.86,72.061,70.351,73.951,0.669999567758626,623205125,657194875,1280400000,51.327309829494,48.672690170506,-1965578
2002,YR2002,Colombia,COL,21.133,73.517,70.24,76.781,1.52695418393204,20842746,20032617,40875363,49.009025314344,50.990974685656,-231000
2002,YR2002,Comoros,COM,36.972,59.617,58.036,61.24,2.41442362500288,282854,286626,569480,50.3311793214863,49.6688206785137,-10000
2002,YR2002,"Congo, Dem. Rep.",COD,45.892,51.385,49.939,52.825,2.93639206002432,25121036,24750634,49871670,49.6286448799489,50.3713551200511,-241564
2002,YR2002,"Congo, Rep.",COG,38.569,53.091,51.941,54.149,2.83234824114852,1674007,1636369,3310376,49.4315147282363,50.5684852717637,51485
2002,YR2002,Costa Rica,CRI,18.038,77.74,75.428,80.105,1.64350430386352,2043743,2057179,4100922,50.1638168197298,49.8361831802702,41792
2002,YR2002,Cote d'Ivoire,CIV,40.419,49.475,47.982,51.255,2.22110829215393,8382363,8849176,17231539,51.3545307821896,48.6454692178104,-300000
2002,YR2002,Croatia,HRV,9,74.7173170731707,71.21,78.4,0.0588712912047699,2231847,2070327,4302174,48.122799889531,51.877200110469,-2580
2002,YR2002,Cuba,CUB,12.409,77.105,75.204,79.064,0.312891223659083,5617539,5582125,11199664,49.8418970426256,50.1581029573744,-145629
2002,YR2002,Curacao,CUW,..,..,..,..,0.122361119924304,68530,60675,129205,46.9600718922855,53.0399281077145,-6070
2002,YR2002,Cyprus,CYP,12.421,78.264,76.18,80.368,1.72352377749108,483117,493851,976968,50.5493526911833,49.4506473088167,57530
2002,YR2002,Czech Republic,CZE,9.1,75.2219512195122,72.1,78.5,-0.192901617564167,5236213,4960703,10196916,48.6490496147973,51.3509503852027,47402
2002,YR2002,Denmark,DNK,11.9,76.8951219512195,74.7,79.2,0.319487125340996,2714812,2661119,5375931,49.5006140189897,50.4993859810103,46306
2002,YR2002,Djibouti,DJI,30.217,57.235,55.763,58.751,1.88226097233373,373214,373733,746947,50.0347414207434,49.9652585792566,-8997
2002,YR2002,Dominica,DMA,15.4,76.5975609756098,74.5,78.8,0.242274921210693,..,..,69840,..,..,..
2002,YR2002,Dominican Republic,DOM,23.959,69.957,67.105,73.076,1.45902051294224,4346856,4378118,8724974,50.1791523963281,49.8208476036719,-152553
2002,YR2002,Early-demographic dividend,EAR,25.9005255690453,65.0651668967003,63.6157611728003,66.6094401329627,1.72606650423366,1254938500,1305162948,2560101448,50.9809073862818,49.0190926137182,-14255662
2002,YR2002,East Asia & Pacific,EAS,14.9044023556935,71.7747648581386,69.6279211392585,74.0828554787398,0.836146589209591,1026863908,1056112984,2083186086,50.7020978804612,49.2979021195388,-4235381
2002,YR2002,East Asia & Pacific (excluding high income),EAP,15.5166301843993,70.7483653259318,68.7632905705357,72.8858835101266,0.882750307842215,909065440,940421049,1849607527,50.8476841896433,49.1523158103567,-5608510
2002,YR2002,East Asia & Pacific (IDA & IBRD countries),TEA,15.497504216246,70.7972306437662,68.8339921545736,72.9185876894831,0.882614662763984,897109200,929037836,1826238741,50.8742077030013,49.1257922969987,-5591320
2002,YR2002,Ecuador,ECU,24.441,73.371,70.522,76.37,1.75615767005049,6548517,6594948,13143465,50.176631504706,49.823368495294,-120002
2002,YR2002,"Egypt, Arab Rep.",EGY,25.258,68.961,66.619,71.394,1.88144999103109,35475154,36009890,71485044,50.3740194942036,49.6259805057964,-74464
2002,YR2002,El Salvador,SLV,23.21,69.432,64.865,73.936,0.591095778305081,3100543,2861596,5962139,47.9961302478859,52.0038697521141,-312786
2002,YR2002,Equatorial Guinea,GNQ,40.723,53.84,52.671,55.098,4.14399822360046,313818,344570,658388,52.3354010097389,47.6645989902611,50003
2002,YR2002,Eritrea,ERI,34.019,56.5,54.557,58.526,4.38055282586615,1244879,1236180,2481059,49.824691794915,50.175308205085,227290
2002,YR2002,Estonia,EST,9.4,70.9048780487805,65.1,77,-0.633433796423808,736352,642998,1379350,46.6160231482921,53.3839768517079,-18406
2002,YR2002,Eswatini,SWZ,31.998,44.41,41.972,47.061,0.535850331354973,530770,488284,1019054,47.9154195950362,52.0845804049638,-47814
2002,YR2002,Ethiopia,ETH,42.012,53.349,52.027,54.717,2.86736393776995,35166728,34975362,70142090,49.8635868991072,50.1364131008928,-150001
2002,YR2002,Euro area,EMU,10.3346907281692,78.6844678732508,75.6055978339714,81.9262935119128,0.489063834288373,166178393,157946946,324125339,48.7302061016231,51.2697938983769,7296329
2002,YR2002,Europe & Central Asia,ECS,11.7466104040255,73.407994918126,69.6348658689118,77.4461579202965,0.18183895109938,445444693,416381890,863908064,48.3138833537436,51.6861166462564,8256870
2002,YR2002,Europe & Central Asia (excluding high income),ECA,13.4282853626653,67.7806754126811,62.9626836054606,72.8988435985324,-0.083631708360258,203130856,186146901,390980067,47.818530394744,52.181469605256,-395018
2002,YR2002,Europe & Central Asia (IDA & IBRD countries),TEC,13.0202762200882,68.4418594615652,63.7121772908763,73.4697003377716,-0.0789288971776045,225052955,206757340,433512605,47.8815219500738,52.1184780499262,-581069
2002,YR2002,European Union,EUU,10.1423792251106,77.5327215413442,74.3397824700027,80.8954486783589,0.229432200692202,221028269,209853678,430881947,48.7032883830674,51.2967116169326,6853594
2002,YR2002,Faroe Islands,FRO,15,78.8390243902439,76.4,81.4,0.500881833313372,..,..,47235,..,..,..
2002,YR2002,Fiji,FJI,24.058,66.022,64.403,67.736,0.163763402218504,400580,414677,815257,50.8645739932316,49.1354260067684,-58598
2002,YR2002,Finland,FIN,10.7,78.119512195122,74.9,81.5,0.242381050233372,2659222,2541376,5200598,48.866989631271,51.133010368729,31935
2002,YR2002,Fragile and conflict affected situations,FCS,38.8763669695745,55.2119910869244,53.5826922743251,56.8272199729596,2.57147020731117,300732727,299351736,601848734,49.8849336916248,50.1150663083752,-2492737
2002,YR2002,France,FRA,12.9,79.2609756097561,75.7,83,0.727226637519812,31853822,29951444,61805266,48.4609897150722,51.5390102849278,926483
2002,YR2002,French Polynesia,PYF,19.342,73.017,70.498,75.94,1.63881336497459,121178,127798,248976,51.3294454083928,48.6705545916072,77
2002,YR2002,Gabon,GAB,32.865,57.791,56.531,59.004,2.3801764393908,646740,641570,1288310,49.7993495354379,50.2006504645621,24820
2002,YR2002,"Gambia, The",GMB,42.101,56.761,55.69,57.927,3.19764409867473,705781,698482,1404263,49.7401127851407,50.2598872148593,1517
2002,YR2002,Georgia,GEO,11.815,70.22,66.38,73.926,-0.89725367267161,2085160,1893355,3978515,47.589485961612,52.410514038388,-148337
2002,YR2002,Germany,DEU,8.7,78.2292682926829,75.4,81.2,0.168128319406931,42260203,40228292,82488495,48.7683676055978,51.2316323944022,824445
2002,YR2002,Ghana,GHA,34.772,57.425,56.63,58.212,2.44715493119979,10024594,10221782,20246376,50.4869711004083,49.5130288995917,25002
2002,YR2002,Gibraltar,GIB,..,..,..,..,1.54788729640924,..,..,32097,..,..,..
2002,YR2002,Greece,GRC,9.5,78.6414634146341,76.3,81.1,0.366566462148184,5488927,5413095,10902022,49.6522095438616,50.3477904561384,113586
2002,YR2002,Greenland,GRL,16.9,68.1626829268293,65.47,70.99,0.45857426832132,..,..,56609,..,..,..
2002,YR2002,Grenada,GRD,17.77,72.929,70.342,75.55,0.380901281300944,51948,51688,103636,49.8745609633718,50.1254390366282,-3511
2002,YR2002,Guam,GUM,20.957,75.726,73.426,78.301,0.496225122749318,77000,80173,157173,51.0093972883383,48.9906027116617,-9556
2002,YR2002,Guatemala,GTM,34.006,68.717,65.506,71.892,2.29788241650457,6191267,5956251,12147518,49.0326610507424,50.9673389492576,-281050
2002,YR2002,Guinea,GIN,43.318,51.484,51.386,51.506,1.98787254793277,4490274,4095803,8586077,47.7028449663333,52.2971550336667,-349998
2002,YR2002,Guinea-Bissau,GNB,41.262,51.123,48.524,53.642,2.20426815172286,648621,605833,1254454,48.2945568350852,51.7054431649148,-27932
2002,YR2002,Guyana,GUY,24.47,65.828,62.82,69.119,-0.055973343653804,372163,372626,744789,50.0310826287714,49.9689173712286,-63249
2002,YR2002,Haiti,HTI,30.891,57.655,55.748,59.575,1.67415476773395,4442475,4311673,8754148,49.2529141613781,50.7470858386219,-139999
2002,YR2002,Heavily indebted poor countries (HIPC),HPC,42.2871634177724,53.2966472835079,51.8042480532473,54.825172823538,2.88612086755022,250894991,248218617,499113608,49.7318872940848,50.2681127059152,-1747428
2002,YR2002,High income,HIC,11.8180674230438,78.0337905598162,75.1445889476993,81.0907781803785,0.668037574071661,551583505,536726096,1089036403,49.3174086319645,50.6825913680355,18650629
2002,YR2002,Honduras,HND,31.981,71.249,68.954,73.565,2.59283115684188,3481411,3447856,6929267,49.7578748228348,50.2421251771652,-41999
2002,YR2002,"Hong Kong SAR, China",HKG,7.1,81.4268292682927,78.5,84.5,0.44284682728195,3456918,3287182,6744100,48.7415938264677,51.2584061735323,64797
2002,YR2002,Hungary,HUN,9.5,72.3487804878049,68.3,76.6,-0.28475137719698,5331733,4826875,10158608,47.5151185872021,52.4848814127979,61589
2002,YR2002,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..
2002,YR2002,Iceland,ISL,14.1,80.5024390243903,78.6,82.5,0.892596377462957,143616,143907,287523,50.0506432924799,49.9493567075201,2940
2002,YR2002,IDA & IBRD total,IBT,22.913392379655,66.0563442000453,64.152532119722,68.1204937742053,1.39521263621683,2574033010,2633129373,5209071406,50.5674526971648,49.4325473028352,-18637281
2002,YR2002,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..
2002,YR2002,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..
2002,YR2002,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..
2002,YR2002,India,IND,25.489,63.304,62.511,64.145,1.68956166096073,524676537,568640650,1093317187,52.0105836404454,47.9894163595546,-1888986
2002,YR2002,Indonesia,IDN,21.86,66.321,64.771,67.864,1.35734894556372,108470613,108887177,217357790,50.0958244928788,49.9041755071212,-1149655
2002,YR2002,"Iran, Islamic Rep.",IRN,17.278,70.921,69.798,72.101,1.24979650308779,33032452,34252349,67284801,50.9065175060858,49.0934824939142,-48444
2002,YR2002,Iraq,IRQ,35.104,68.827,66.538,71.264,2.94584804720206,12348005,12583917,24931922,50.4731123416799,49.5268876583201,-266320
2002,YR2002,Ireland,IRL,15.4,77.6341463414634,75,80.4,1.68514885730282,1973324,1958623,3931947,49.8130627086268,50.1869372913732,201467
2002,YR2002,Isle of Man,IMN,11.4,77.9658536585366,74.6,81.5,0.783211822888431,..,..,78318,..,..,..
2002,YR2002,Israel,ISR,21.2,79.4512195121951,77.5,81.5,2.01405839404727,3331871,3238129,6570000,49.2865897018322,50.7134102981678,102935
2002,YR2002,Italy,ITA,9.4,80.2292682926829,77.4,83.2,0.148916429490753,29412462,27646545,57059007,48.4525524854002,51.5474475145998,1664343
2002,YR2002,Jamaica,JAM,20.334,74.14,72.864,75.451,0.675804506977749,1355253,1337590,2692843,49.6720380653458,50.3279619346542,-92045
2002,YR2002,Japan,JPN,9.3,81.5634146341463,78.1,85.2,0.232527187105684,64913526,62531474,127445000,49.0654587826589,50.9345412173411,164199
2002,YR2002,Jordan,JOR,31.248,72.083,70.692,73.645,1.90205074590089,2565875,2751639,5317514,51.7467184853674,48.2532815146326,-93910
2002,YR2002,Kazakhstan,KAZ,15.29,65.95,60.7,71.6,0.00412554539450457,7715011,7143937,14858948,48.078348930542,51.921651069458,44530
2002,YR2002,Kenya,KEN,39.468,51.606,49.483,53.837,2.71239669758013,17004033,16747713,33751746,49.6202863105215,50.3797136894785,25144
2002,YR2002,Kiribati,KIR,29.947,63.731,60.797,66.656,1.69104011175959,44308,43000,87308,49.2509277500344,50.7490722499656,-1938
2002,YR2002,"Korea, Dem. People's Rep.",PRK,17.011,66.925,62.993,70.432,0.888579901324607,11956240,11383213,23339453,48.7724069625796,51.2275930374204,-17190
2002,YR2002,"Korea, Rep.",KOR,10.3,76.7658536585366,73.4,80.3,0.577957276814842,23739930,23904806,47644736,50.1730255768434,49.8269744231566,81223
2002,YR2002,Kosovo,XKX,20.9,67.9439024390244,65.7,70.3,0.0679307931245331,..,..,1702310,..,..,..
2002,YR2002,Kuwait,KWT,21.77,73.28,72.528,74.438,1.59040619706523,880148,1256843,2136991,58.8136777365932,41.1863222634068,26500
2002,YR2002,Kyrgyz Republic,KGZ,20.2,68.1560975609756,64.4,72.1,0.917899316903102,2519872,2470828,4990700,49.5086425303287,50.4913574696713,-172911
2002,YR2002,Lao PDR,LAO,30.314,59.937,58.111,61.769,1.53473244080112,2765743,2727504,5493247,49.6519453794814,50.3480546205186,-148100
2002,YR2002,Late-demographic dividend,LTE,13.923422147954,71.4996527459514,68.9689283032375,74.2775079414292,0.673010200554302,1028021886,1045706729,2073728615,50.4264021494187,49.5735978505813,-1088551
2002,YR2002,Latin America & Caribbean,LCN,21.2965841653142,72.2876337880566,69.116593396455,75.5319557909889,1.36787578282123,271021164,264221820,535509387,49.3648357651186,50.6351642348814,-5318859
2002,YR2002,Latin America & Caribbean (excluding high income),LAC,21.5083112489802,72.0681578689251,68.9328221343099,75.2747475277867,1.37469487402318,245672374,239366749,485108963,49.3499880682858,50.6500119317142,-5075117
2002,YR2002,Latin America & the Caribbean (IDA & IBRD countries),TLA,21.5548542426237,72.1392107435642,68.9473392374162,75.4034861812549,1.40037691861914,262941205,256364628,519420841,49.3667915967772,50.6332084032228,-5031136
2002,YR2002,Latvia,LVA,8.7,70.9609756097561,65.4,76.8,-1.1618382239436,1249488,1060685,2310173,45.9136610578737,54.0863389421263,-72490
2002,YR2002,Least developed countries: UN classification,LDC,37.7611220600368,56.5027479424945,55.1222298338944,57.9396434755128,2.5461146128477,346397901,344653939,691061433,49.8738182941529,50.1261817058471,-4393268
2002,YR2002,Lebanon,LBN,19.071,75.488,73.73,77.201,4.67970439100663,2079580,2102625,4182205,50.2755125585666,49.7244874414334,550110
2002,YR2002,Lesotho,LSO,30.935,44.898,42.631,47.559,-0.290537570598001,1054653,975179,2029832,48.0423503028822,51.9576496971178,-161218
2002,YR2002,Liberia,LBR,41.958,52.826,51.732,53.923,2.36850293947216,1514992,1509735,3024727,49.9130995954346,50.0869004045654,-50000
2002,YR2002,Libya,LBY,21.246,71.244,69.553,73.224,1.601004313808,2667872,2863225,5531097,51.7659516728779,48.2340483271221,-20569
2002,YR2002,Liechtenstein,LIE,11.7,79.6365853658537,77.1,82.3,1.01442407547354,..,..,33885,..,..,..
2002,YR2002,Lithuania,LTU,8.6,71.7609756097561,66.2,77.6,-0.802765710748508,1836116,1606951,3443067,46.6720777571378,53.3279222428622,-99104
2002,YR2002,Low & middle income,LMY,23.0139122718163,65.9464813568768,64.0682932887002,67.9808482012842,1.40312087651498,2548269872,2608424366,5158587426,50.5832661018629,49.4167338981371,-18705036
2002,YR2002,Low income,LIC,41.7473641557421,54.4866012837542,52.9071018627516,56.0817697147737,2.90224869507509,206196445,203556292,409752737,49.677835831027,50.322164168973,-393779
2002,YR2002,Lower middle income,LMC,26.8034508090988,63.2778292258083,61.8707803531432,64.7875052446037,1.71946865121822,1241035323,1289644191,2530679514,50.9603916029816,49.0396083970184,-14377762
2002,YR2002,Luxembourg,LUX,12,77.9658536585366,74.6,81.5,1.04766081596443,226302,219873,446175,49.2796246340655,50.7203753659345,14473
2002,YR2002,"Macao SAR, China",MAC,7.951,80.87,78.134,83.467,2.45518066185397,234883,213930,448813,47.665731607596,52.334268392404,46284
2002,YR2002,Madagascar,MDG,39.893,59.717,58.506,60.952,3.0535174409737,8418066,8347056,16765122,49.7882210460502,50.2117789539497,-7500
2002,YR2002,Malawi,MWI,43.446,45.517,43.289,48.002,2.43394101580691,5939948,5773715,11713663,49.2904311827991,50.7095688172009,-59163
2002,YR2002,Malaysia,MYS,20.066,72.976,70.94,75.22,2.08397352430506,11850200,12358191,24208391,51.049204385372,48.950795614628,671473
2002,YR2002,Maldives,MDV,19.823,71.708,70.712,72.943,2.71371739764331,143696,150489,294185,51.1545456090555,48.8454543909445,17392
2002,YR2002,Mali,MLI,48.767,49.54,48.889,50.192,3.0173519642751,5848244,5768646,11616890,49.6574040039976,50.3425959960024,-67110
2002,YR2002,Malta,MLT,9.9,78.7390243902439,76.3,81.3,0.745506921127166,199487,196482,395969,49.6205357142857,50.3794642857143,5611
2002,YR2002,Marshall Islands,MHL,..,..,..,..,1.84435604120029,..,..,52368,..,..,..
2002,YR2002,Mauritania,MRT,37.824,60.892,59.017,62.713,2.76240436522738,1394948,1383149,2778097,49.7876424041349,50.2123575958651,-10004
2002,YR2002,Mauritius,MUS,16.6,71.9658536585366,68.6,75.5,0.694240135210974,607704,596917,1204621,49.5522984177966,50.4477015822034,-19372
2002,YR2002,Mexico,MEX,23.009,74.922,72.259,77.564,1.37302085830616,51842881,49841883,101684764,49.0160777675601,50.9839222324399,-2206114
2002,YR2002,"Micronesia, Fed. Sts.",FSM,28.502,64.888,63.355,66.524,-0.133521964588828,52813,54214,107027,50.6545077410373,49.3454922589627,-12284
2002,YR2002,Middle East & North Africa,MEA,24.0587454694459,70.4700171440522,68.80966956296,72.2460095033193,1.88768469675658,160064074,167298200,327362274,51.1049113807895,48.8950886192105,809325
2002,YR2002,Middle East & North Africa (excluding high income),MNA,24.1943519987812,69.9498828394032,68.2165668630346,71.7660457900335,1.76441989656217,143117432,146146919,289264351,50.5236537562019,49.4763462437981,-1647749
2002,YR2002,Middle East & North Africa (IDA & IBRD countries),TMN,24.0288036459357,69.9337948903644,68.1983076122208,71.7523854668052,1.75563931151788,141603799,144585179,286188978,50.5208761044599,49.4791238955401,-1457748
2002,YR2002,Middle income,MIC,21.3974570068668,66.935321192411,65.0130148580583,69.0284445978828,1.27581327129889,2342073427,2404868074,4748834689,50.6614222222953,49.3385777777048,-18311257
2002,YR2002,Moldova,MDA,10.494,67.362,63.387,71.301,-0.231581521799938,1517256,1393248,2910504,47.8696471327079,52.1303528672921,-12079
2002,YR2002,Monaco,MCO,..,..,..,..,1.01106900092422,..,..,32804,..,..,..
2002,YR2002,Mongolia,MNG,18.969,63.777,60.622,67.249,0.973386492778303,1224994,1218267,2443261,49.8623356243971,50.1376643756029,-15001
2002,YR2002,Montenegro,MNE,13.511,73.285,70.568,76.04,0.400750772330341,308975,300853,609828,49.334089808615,50.665910191385,-7999
2002,YR2002,Morocco,MAR,21.727,69.769,68.266,71.208,1.12133609229945,14877638,14577127,29454765,49.4898771047741,50.5101228952259,-654821
2002,YR2002,Mozambique,MOZ,44.375,49.61,47.458,51.681,2.93246852459134,9774105,8990042,18764147,47.9107416926546,52.0892583073454,30004
2002,YR2002,Myanmar,MMR,24.089,60.685,57.656,63.727,1.00508095419786,24614137,23088026,47702163,48.4003754714435,51.5996245285565,-1208092
2002,YR2002,Namibia,NAM,29.71,50.862,48.896,52.728,1.51570740731436,958790,892729,1851519,48.2160323496545,51.7839676503455,-941
2002,YR2002,Nauru,NRU,..,..,..,..,-1.15153085842111,..,..,10102,..,..,..
2002,YR2002,Nepal,NPL,29.236,63.57,62.38,64.71,1.54268753767782,12443825,12281800,24725625,49.6723540860949,50.3276459139051,-772525
2002,YR2002,Netherlands,NLD,12.5,78.2926829268293,76,80.7,0.638291666268526,8147243,8001686,16148929,49.5493302289118,50.4506697710882,146020
2002,YR2002,New Caledonia,NCL,18.9,75.1024390243903,71.2,79.2,1.89881141880703,109755,111735,221490,50.4470423359736,49.5529576640264,4000
2002,YR2002,New Zealand,NZL,13.67,78.8463414634146,76.7,81.1,1.73717486434422,2013084,1935416,3948500,49.0164770809058,50.9835229190942,134629
2002,YR2002,Nicaragua,NIC,26.04,70.308,67.294,73.285,1.42711934609924,2639908,2579416,5219324,49.4204996662403,50.5795003337597,-174010
2002,YR2002,Niger,NER,52.915,51.256,50.573,51.959,3.66456401200456,6138148,6051840,12189988,49.6459881666824,50.3540118333176,-9497
2002,YR2002,Nigeria,NGA,42.989,46.835,46.016,47.69,2.52151744397469,63724089,64871990,128596079,50.4463203734229,49.5536796265771,-170000
