Year,Year Code,Country Name,Country Code,"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]",Population growth (annual %) [SP.POP.GROW],"Population, female [SP.POP.TOTL.FE.IN]","Population, male [SP.POP.TOTL.MA.IN]","Population, total [SP.POP.TOTL]","Population, male (% of total population) [SP.POP.TOTL.MA.ZS]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]",Net migration [SM.POP.NETM]
2010,YR2010,"Egypt, Arab Rep.",EGY,27.266,70.349,68.178,72.613,1.98480507963281,40955024,41806220,82761244,50.5142479491971,49.4857520508029,..
2010,YR2010,El Salvador,SLV,19.654,71.21,66.476,75.714,0.424566261779668,3257398,2926479,6183877,47.324340377404,52.675659622596,..
2010,YR2010,Equatorial Guinea,GNQ,37.604,55.622,54.54,56.855,4.55859753598786,430239,513401,943640,54.4064473739986,45.5935526260014,..
2010,YR2010,Eritrea,ERI,36.25,62.193,60.191,64.262,1.60620728106538,1586365,1584072,3170437,49.9638377927081,50.0361622072919,..
2010,YR2010,Estonia,EST,11.9,75.4292682926829,70.6,80.5,-0.22805796852935,711411,620064,1331475,46.5696721649902,53.4303278350097,..
2010,YR2010,Eswatini,SWZ,30.39,46.601,44.369,49.191,0.695379475450237,562655,502186,1064841,47.1606559101312,52.8393440898688,..
2010,YR2010,Ethiopia,ETH,35.861,61.627,59.976,63.315,2.78375692665143,43912483,43727479,87639962,49.894452259119,50.105547740881,..
2010,YR2010,Euro area,EMU,10.3578554515758,80.7467809595169,77.9374065183238,83.7055465362811,0.23574335028826,172117073,164034409,336151482,48.7977640053722,51.2022359946278,..
2010,YR2010,Europe & Central Asia,ECS,12.9247816496259,75.9440833495547,72.5287918142284,79.5984098356162,0.390690539138077,457626052,428092152,887904313,48.3327708637379,51.6672291362621,..
2010,YR2010,Europe & Central Asia (excluding high income),ECA,15.55523449278,70.7940326397403,66.4183342783014,75.4236908703076,0.51475066117473,207163804,189120678,398060162,47.7234626683873,52.2765373316128,..
2010,YR2010,Europe & Central Asia (IDA & IBRD countries),TEC,15.0969691488263,71.3204329856553,66.9868737240756,75.9083668957228,0.437868981383986,229039751,209582952,440398383,47.7820572828832,52.2179427171168,..
2010,YR2010,European Union,EUU,10.446584063118,79.6294260462919,76.6661929203913,82.7529833468061,0.139394235979154,226293768,215238647,441532415,48.7480959081571,51.2519040918429,..
2010,YR2010,Faroe Islands,FRO,13.2,80.6390243902439,78.2,83.2,-0.0230084609400646,..,..,47803,..,..,..
2010,YR2010,Fiji,FJI,22.292,66.655,65.178,68.262,0.721353944911169,420873,438943,859816,51.050806219005,48.949193780995,..
2010,YR2010,Finland,FIN,11.4,79.8707317073171,76.7,83.2,0.457494535465831,2731215,2632137,5363352,49.0763511911773,50.9236488088227,..
2010,YR2010,Fragile and conflict affected situations,FCS,36.5174561464148,59.1205810186728,57.3768779504138,60.8739142455477,2.4938062030424,367333837,366271795,735448194,49.9276148494836,50.0723851505164,..
2010,YR2010,France,FRA,12.9,81.6634146341463,78.2,85.3,0.494040602950225,33528500,31499005,65027505,48.439510565719,51.560489434281,..
2010,YR2010,French Polynesia,PYF,16.801,75.611,73.458,78.025,0.448745827848425,130049,136400,266449,51.1917852947468,48.8082147052532,..
2010,YR2010,Gabon,GAB,33.206,61.4,59.995,62.774,3.45914677152663,802430,821716,1624146,50.5937274112056,49.4062725887944,..
2010,YR2010,"Gambia, The",GMB,40.881,59.637,58.392,60.957,2.99568796782189,903279,889920,1793199,49.6275092725347,50.3724907274653,..
2010,YR2010,Georgia,GEO,13.861,71.46,66.861,76.048,-0.729475256932528,1982528,1804167,3786695,47.6448953622945,52.3551046377055,..
2010,YR2010,Germany,DEU,8.3,79.9878048780488,77.5,82.6,-0.153198446937304,41692491,40084439,81776930,49.0168056587922,50.9831943412078,..
2010,YR2010,Ghana,GHA,32.385,61.03,60.101,61.966,2.48700897388359,12246228,12533386,24779614,50.5794238764171,49.4205761235829,..
2010,YR2010,Gibraltar,GIB,..,..,..,..,0.0685064139857829,..,..,33585,..,..,..
2010,YR2010,Greece,GRC,10.3,80.3878048780488,77.9,83,0.128880432668041,5657982,5463359,11121341,49.124998622291,50.875001377709,..
2010,YR2010,Greenland,GRL,15.3,70.8570731707317,68.54,73.29,1.02802332572502,..,..,56905,..,..,..
2010,YR2010,Grenada,GRD,17.501,72.867,70.473,75.463,0.415067525443612,52560,53667,106227,50.5210539693298,49.4789460306702,..
2010,YR2010,Guam,GUM,17.784,77.941,75.109,81.076,0.129914569643424,78416,81023,159439,50.8175540488839,49.1824459511161,..
2010,YR2010,Guatemala,GTM,27.688,71.481,68.219,74.683,1.83655642844003,7255549,7004138,14259687,49.1184531954653,50.8815468045347,..
2010,YR2010,Guinea,GIN,39.713,56.861,56.016,57.514,2.25938161116451,5333703,4858465,10192168,47.6686118203703,52.3313881796297,..
2010,YR2010,Guinea-Bissau,GNB,39.089,54.628,52.232,56.904,2.57341352656849,784555,738048,1522603,48.4727798382113,51.5272201617887,..
2010,YR2010,Guyana,GUY,21.176,68.059,64.817,71.537,0.228701604144641,377477,371953,749430,49.6314532377941,50.3685467622059,..
2010,YR2010,Haiti,HTI,27.651,60.511,58.495,62.531,1.53210280667313,5041823,4907495,9949318,49.3249386540866,50.6750613459134,..
2010,YR2010,Heavily indebted poor countries (HIPC),HPC,39.0482642676189,58.858947453848,57.2937839779896,60.4266975695807,2.81720564779226,313631232,310588064,624219296,49.7562420755414,50.2437579244586,..
2010,YR2010,High income,HIC,11.5702041765993,79.826213187919,77.1501640804695,82.6772735277457,0.661348806999683,581203774,572195493,1154194529,49.6094898189683,50.3905101810317,..
2010,YR2010,Honduras,HND,25.02,73.317,70.945,75.69,2.02441331695389,4168823,4148644,8317467,49.8786950402088,50.1213049597912,..
2010,YR2010,"Hong Kong SAR, China",HKG,12.6,82.9780487804878,80.1,86,0.734446396338105,3720452,3303748,7024200,47.033801471192,52.966198528808,..
2010,YR2010,Hungary,HUN,9,74.2073170731707,70.5,78.1,-0.226013875689698,5255083,4744940,10000023,47.4492867201618,52.5507132798382,..
2010,YR2010,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..
2010,YR2010,Iceland,ISL,15.4,81.8975609756097,79.8,84.1,-0.143903000294037,157818,160223,318041,50.3780334767218,49.6219665232782,..
2010,YR2010,IDA & IBRD total,IBT,21.3975529313395,68.768121979289,66.7722632705522,70.9215912695742,1.30435012272652,2862393072,2928002602,5792386087,50.5665375112754,49.4334624887246,..
2010,YR2010,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..
2010,YR2010,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..
2010,YR2010,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..
2010,YR2010,India,IND,21.114,66.693,65.723,67.73,1.35033831370532,592116982,642164181,1234281163,52.0273824352288,47.9726175647712,..
2010,YR2010,Indonesia,IDN,20.795,69.205,67.182,71.311,1.3377824768766,120013721,121820505,241834226,50.3735583729989,49.6264416270011,..
2010,YR2010,"Iran, Islamic Rep.",IRN,18.154,73.905,72.476,75.431,1.14215042395487,36582329,37180190,73762519,50.4052606988652,49.5947393011348,..
2010,YR2010,Iraq,IRQ,33.349,68.567,65.857,71.442,2.61896343035427,14719558,15022419,29741977,50.5091473912444,49.4908526087556,..
2010,YR2010,Ireland,IRL,16.5,80.7439024390244,78.5,83.1,0.544884384079014,2294319,2265836,4560155,49.6877037895805,50.3122962104195,..
2010,YR2010,Isle of Man,IMN,..,..,..,..,0.563714672676353,..,..,84856,..,..,..
2010,YR2010,Israel,ISR,21.8,81.6024390243903,79.7,83.6,1.82675240987847,3858472,3765128,7623600,49.3877992161108,50.6122007838892,..
2010,YR2010,Italy,ITA,9.5,82.0365853658537,79.5,84.7,0.30759122234095,30596015,28681402,59277417,48.3850396067562,51.6149603932438,..
2010,YR2010,Jamaica,JAM,17.742,74.038,72.582,75.543,0.521735381598588,1412952,1397512,2810464,49.7253122616052,50.2746877383948,..
2010,YR2010,Japan,JPN,8.5,82.8426829268293,79.55,86.3,0.0179605415195644,65426533,62643467,128070000,48.9134588632731,51.0865411367269,..
2010,YR2010,Jordan,JOR,28.564,73.428,71.888,75.099,5.20482327869944,3558032,3703509,7261541,51.0016950947464,48.9983049052536,..
2010,YR2010,Kazakhstan,KAZ,22.53,68.45,63.55,73.41,1.41327147745347,8432713,7889159,16321872,48.3348882953172,51.6651117046828,..
2010,YR2010,Kenya,KEN,35.128,60.959,58.933,62.944,2.7225900011839,21161842,20868842,42030684,49.6514451204268,50.3485548795732,..
2010,YR2010,Kiribati,KIR,29.605,65.769,61.945,69.654,1.96417541978949,52280,50650,102930,49.2081997474011,50.7918002525989,..
2010,YR2010,"Korea, Dem. People's Rep.",PRK,14.021,69.571,65.96,72.859,0.492066889676383,12554222,11994618,24548840,48.860223130706,51.139776869294,..
2010,YR2010,"Korea, Rep.",KOR,9.4,80.1170731707317,76.8,83.6,0.49822508440111,24725241,24828871,49554112,50.1045621816395,49.8954378183605,..
2010,YR2010,Kosovo,XKX,18.5,70.1439024390244,67.9,72.5,0.803248961277754,..,..,1775680,..,..,..
2010,YR2010,Kuwait,KWT,19.61,74.358,73.63,75.417,5.87973235396896,1262012,1729872,2991884,57.8188191788184,42.1811808211816,..
2010,YR2010,Kyrgyz Republic,KGZ,26.8,69.3,65.3,73.5,1.19286442880631,2755569,2692331,5447900,49.4196187668033,50.5803812331967,..
2010,YR2010,Lao PDR,LAO,26.875,64.306,62.477,66.115,1.62205058536827,3149737,3099431,6249168,49.5974984189895,50.4025015810105,..
2010,YR2010,Late-demographic dividend,LTE,13.1945948122631,73.9834080857405,71.4178682747293,76.7971221592906,0.599159894567762,1078901452,1101911617,2180813069,50.5275592905998,49.4724407094002,..
2010,YR2010,Latin America & Caribbean,LCN,18.2686723938627,74.0972202511906,70.8969443343123,77.3379825375621,1.11453109472404,299038346,290585532,589932530,49.2832027736367,50.7167972263633,..
2010,YR2010,Latin America & Caribbean (excluding high income),LAC,18.342282033039,73.9542862927895,70.7844678330231,77.1635016403911,1.11694766105859,271211845,263416796,534699518,49.2709846086273,50.7290153913727,..
2010,YR2010,Latin America & the Caribbean (IDA & IBRD countries),TLA,18.4620206098264,73.9833457832769,70.7614700297745,77.2465952981644,1.14774165336932,290942031,282738697,573800616,49.2850260816889,50.7149739183111,..
2010,YR2010,Latvia,LVA,9.4,73.4829268292683,68.8,78.4,-2.08130508988111,1137044,960511,2097555,45.7919489535622,54.2080510464378,..
2010,YR2010,Least developed countries: UN classification,LDC,34.5154873103799,61.3889339064888,59.7784964510729,63.0452963290673,2.36041749560545,420177906,416426414,836614841,49.7757905433718,50.2242094566282,..
2010,YR2010,Lebanon,LBN,16.281,78.36,76.6,80.334,2.86803826418261,2437390,2515674,4953064,50.7902583128342,49.2097416871658,..
2010,YR2010,Lesotho,LSO,29.042,45.1,42.412,48.074,0.27297537342346,1025674,969901,1995575,48.602583215364,51.397416784636,..
2010,YR2010,Liberia,LBR,37.053,59.6,57.978,61.258,3.59016390667023,1942962,1948395,3891357,50.0698085526463,49.9301914473537,..
2010,YR2010,Libya,LBY,21.928,72.044,69.473,74.954,1.03279845585375,3033419,3164248,6197667,51.0554697436955,48.9445302563045,..
2010,YR2010,Liechtenstein,LIE,9.1,81.8414634146342,79.5,84.3,0.76130821279276,..,..,35996,..,..,..
2010,YR2010,Lithuania,LTU,9.9,73.2682926829268,68,78.8,-2.09694341985475,1671546,1425736,3097282,46.0318359703248,53.9681640296752,..
2010,YR2010,Low & middle income,LMY,21.4611855677946,68.6806038706265,66.7086992573175,70.8066026089413,1.31173927830785,2835162899,2902087698,5739220120,50.5832479710203,49.4167520289797,..
2010,YR2010,Low income,LIC,38.3677135634131,59.7397397114906,58.0259428014489,61.4688784777372,2.73510176231233,258348736,255434582,513783318,49.7164024309563,50.2835975690437,..
2010,YR2010,Lower middle income,LMC,24.2823390040742,66.3721585239513,64.8359322448084,68.0169441055403,1.57369080131021,1412048573,1466826831,2878875404,50.9513828975194,49.0486171024806,..
2010,YR2010,Luxembourg,LUX,11.6,80.6317073170732,77.9,83.5,1.8254058035237,255121,251832,506953,49.6755202898265,50.3244797101735,..
2010,YR2010,"Macao SAR, China",MAC,10.1,82.704,79.716,85.574,2.21948288791181,279892,258323,538215,47.9962468530234,52.0037531469766,..
2010,YR2010,Madagascar,MDG,35.204,63.388,61.93,64.857,2.79267649390527,10615345,10536295,21151640,49.8131350571398,50.1868649428602,..
2010,YR2010,Malawi,MWI,40.292,55.564,52.807,58.398,2.87065408031325,7385419,7154190,14539609,49.2048307488874,50.7951692511126,..
2010,YR2010,Malaysia,MYS,17.258,74.493,72.497,76.732,1.69100946649984,13657901,14550127,28208028,51.5815107670767,48.4184892329233,..
2010,YR2010,Maldives,MDV,19.585,75.905,74.713,77.377,3.43202635768944,167029,198701,365730,54.3299701965931,45.6700298034069,..
2010,YR2010,Mali,MLI,46.379,55.251,54.62,55.871,3.15863381986127,7532329,7517023,15049352,49.9491473121235,50.0508526878765,..
2010,YR2010,Malta,MLT,9.4,81.3975609756098,79.3,83.6,0.49118281065151,208775,205733,414508,49.6329573187659,50.3670426812341,..
2010,YR2010,Marshall Islands,MHL,..,..,..,..,0.188250393023619,..,..,56361,..,..,..
2010,YR2010,Mauritania,MRT,36.502,62.527,60.708,64.29,2.926972491675,1747258,1746942,3494200,49.995478221052,50.004521778948,..
2010,YR2010,Mauritius,MUS,12,72.9673170731707,69.46,76.65,0.237886692890185,630609,619791,1250400,49.5674115932251,50.4325884067749,..
2010,YR2010,Mexico,MEX,20.042,75.065,72.135,77.979,1.43814066910139,58267177,55825784,114092961,48.9300860550021,51.0699139449979,..
2010,YR2010,"Micronesia, Fed. Sts.",FSM,24.098,66.471,64.865,68.15,-0.0534273667674984,50675,52241,102916,50.7608146449532,49.2391853550468,..
2010,YR2010,Middle East & North Africa,MEA,24.264811963566,72.5391836226179,70.7885042792321,74.4721854517032,2.126041020635,186737681,199180247,385917928,51.612073954261,48.387926045739,..
2010,YR2010,Middle East & North Africa (excluding high income),MNA,25.0011667547955,72.0147009928834,70.080212518118,74.0695401689351,1.79775424707678,165149673,167628169,332777842,50.3723948550485,49.6276051449515,..
2010,YR2010,Middle East & North Africa (IDA & IBRD countries),TMN,24.9026224232673,72.0058015747182,70.0683673894156,74.0639833610398,1.78824312784283,163284482,165707199,328991681,50.3682033832339,49.6317966167661,..
2010,YR2010,Middle income,MIC,19.798855018487,69.5597336813382,67.5466920613253,71.7427932202211,1.17391598643133,2576814163,2646653116,5225436802,50.6685114088824,49.3314885911176,..
2010,YR2010,Moldova,MDA,11.062,69.616,65.577,73.642,-0.0998632072433329,1485760,1375727,2861487,48.0773551243365,51.9226448756635,..
2010,YR2010,Monaco,MCO,..,..,..,..,1.08991365797569,..,..,35609,..,..,..
2010,YR2010,Mongolia,MNG,24.665,67.38,63.486,71.597,1.70974126800063,1370942,1348960,2719902,49.595904558326,50.404095441674,..
2010,YR2010,Montenegro,MNE,12.513,75.151,72.792,77.472,0.183239906425096,313545,305883,619428,49.3816066213984,50.6183933786016,..
2010,YR2010,Morocco,MAR,21.21,74.382,73.046,75.655,1.2892074374743,16396565,15946819,32343384,49.3047326154864,50.6952673845136,..
2010,YR2010,Mozambique,MOZ,40.715,52.31,49.816,54.694,2.74365674235719,12180274,11351293,23531567,48.2385767169692,51.7614232830308,..
2010,YR2010,Myanmar,MMR,19.782,63.525,60.102,66.931,0.695008953862852,26202319,24398508,50600827,48.2176071944437,51.7823928055563,..
2010,YR2010,Namibia,NAM,30.448,56.665,54.586,58.597,1.8018943127387,1094862,1024015,2118877,48.3281946049723,51.6718053950276,..
2010,YR2010,Nauru,NRU,..,..,..,..,0.641477593094623,..,..,10009,..,..,..
2010,YR2010,Nepal,NPL,22.692,67.611,66.29,69.013,0.481202592360838,13716597,13296610,27013207,49.2226265470812,50.7773734529188,..
2010,YR2010,Netherlands,NLD,11.1,80.7024390243902,78.8,82.7,0.512923100553586,8364526,8250868,16615394,49.6579766847868,50.3420233152132,..
2010,YR2010,New Caledonia,NCL,16.7,77.2804878048781,74.5,80.2,1.53321542873142,123920,125830,249750,50.3824020131819,49.6175979868181,..
2010,YR2010,New Zealand,NZL,14.68,80.7024390243902,78.8,82.7,1.1117260560215,2214443,2136257,4350700,49.1014539846135,50.8985460153865,..
2010,YR2010,Nicaragua,NIC,23.558,72.428,69.185,75.633,1.35737160705997,2954978,2869080,5824058,49.2625588550114,50.7374411449886,..
2010,YR2010,Niger,NER,49.802,57.333,56.364,58.351,3.84416665603582,8237013,8227012,16464025,49.9696277186168,50.0303722813832,..
2010,YR2010,Nigeria,NGA,41.341,50.896,50.161,51.656,2.67144283048865,78342012,80161191,158503203,50.5738619048601,49.4261380951399,..
2010,YR2010,North America,NAC,12.8116250039648,78.8094555298644,76.4884142076279,81.246609673783,0.860906957950519,173694200,169637832,343397156,49.4092646286705,50.5907353713295,..
2010,YR2010,North Macedonia,MKD,11.114,74.662,72.66,76.711,0.21107377513823,1027942,1027062,2055004,49.9785825046831,50.0214174953169,..
2010,YR2010,Northern Mariana Islands,MNP,..,..,..,..,-0.412333593957157,..,..,53971,..,..,..
2010,YR2010,Norway,NOR,12.6,80.9975609756098,78.9,83.2,1.24566617956207,2445123,2444129,4889252,49.9898278262372,50.0101721737628,..
2010,YR2010,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..
2010,YR2010,OECD members,OED,12.6693095612756,79.1488871419702,76.3889618001831,82.0208519480439,0.660299135312229,657573426,634537282,1292110708,49.1085846983038,50.8914153016962,..
2010,YR2010,Oman,OMN,21.676,75.682,73.865,78.155,5.58643325914853,1206887,1834548,3041435,60.3185009707589,39.6814990292411,..
2010,YR2010,Other small states,OSS,25.3277041110895,64.308843222883,63.0664144561614,65.7054707408114,2.49084795267571,12438537,13581171,26050929,52.1957043776879,47.8042956223121,..
2010,YR2010,Pacific island small states,PSS,27.3741443475869,68.4852338479117,66.7776689772944,70.3605484570882,1.28961347729557,1041602,1078062,2214509,50.8600419689158,49.1399580310842,..
2010,YR2010,Pakistan,PAK,30.082,65.264,64.377,66.228,2.19703454391766,86997654,92426989,179424643,51.5129847576177,48.4870152423823,..
2010,YR2010,Palau,PLW,11.9,..,..,..,-1.85415310682776,..,..,17954,..,..,..
2010,YR2010,Panama,PAN,21.102,76.792,73.932,79.838,1.75791916002705,1812455,1830236,3642691,50.2440640724124,49.7559359275876,..
2010,YR2010,Papua New Guinea,PNG,29.985,62.029,60.702,63.446,2.29321319778709,3590688,3719824,7310512,50.8832213119957,49.1167786880043,..
2010,YR2010,Paraguay,PRY,22.492,72.653,70.735,74.69,1.35430829278367,3069988,3178029,6248017,50.8646023210244,49.1353976789756,..
2010,YR2010,Peru,PER,20.621,74.41,71.968,76.888,0.812925977468265,14553781,14473899,29027680,49.8624037470442,50.1375962529558,..
2010,YR2010,Philippines,PHL,25.024,69.823,65.957,74.012,1.6661133640265,46569078,47397706,93966784,50.4409153770762,49.5590846229238,..
2010,YR2010,Poland,POL,10.9,76.2463414634146,72.1,80.6,-0.285609121534849,19649359,18393435,38042794,48.3493280316946,51.6506719683054,..
2010,YR2010,Portugal,PRT,9.6,79.0268292682927,76.1,82.1,0.0459100367184907,5513209,5059891,10573100,47.8562634867411,52.1437365132589,..
2010,YR2010,Post-demographic dividend,PST,11.1464998406049,79.6861398899548,76.9574558940091,82.5722026747436,0.466184669545086,548098673,526765163,1074863836,49.007617882074,50.992382117926,..
2010,YR2010,Pre-demographic dividend,PRE,40.5918992173802,56.5934563204336,55.1289033726866,58.0745217232671,2.89786209331851,366485528,365383252,731868780,49.9246944240469,50.0753055759531,..
2010,YR2010,Puerto Rico,PRI,11.3,78.4190975609756,74.763,82.258,-0.506170056982176,1934347,1787178,3721525,48.0227339642364,51.9772660357636,..
2010,YR2010,Qatar,QAT,11.25,79.108,77.932,80.73,11.4833710187286,437040,1419289,1856329,76.4567595507046,23.5432404492954,..
2010,YR2010,Romania,ROU,10.5,73.4585365853659,69.8,77.3,-0.593959183588628,10416095,9830776,20246871,48.5545426746764,51.4454573253236,..
2010,YR2010,Russian Federation,RUS,14,68.8412195121951,63.09,74.88,0.0448957880908489,76600057,66249411,142849468,46.3770791478711,53.6229208521289,..
2010,YR2010,Rwanda,RWA,34.576,63.433,61.672,65.11,2.58885008064935,5118459,4920879,10039338,49.0159709733849,50.9840290266151,..
2010,YR2010,Samoa,WSM,28.001,71.663,69.51,74.03,0.750886801099452,89965,95979,185944,51.6171535516069,48.3828464483931,..
2010,YR2010,San Marino,SMR,10.3,..,..,..,1.27648962734242,..,..,31221,..,..,..
2010,YR2010,Sao Tome and Principe,STP,36.003,67.43,65.173,69.67,2.52364978563294,90215,90157,180372,49.9839221165147,50.0160778834852,..
2010,YR2010,Saudi Arabia,SAU,22.123,73.917,72.625,75.529,2.92764323588465,11993977,15427491,27421468,56.2606312689022,43.7393687310978,..
2010,YR2010,Senegal,SEN,38.306,64.284,62.62,65.829,2.74312787749023,6505829,6172314,12678143,48.6846851309376,51.3153148690624,..
2010,YR2010,Serbia,SRB,9.4,74.3365853658537,71.8,77,-0.402005900874718,3718022,3573414,7291436,49.0083701301865,50.9916298698136,..
2010,YR2010,Seychelles,SYC,16.8,73.1975609756098,69.1,77.5,2.79232906929128,43453,46317,89770,51.5946665498011,48.4053334501989,..
2010,YR2010,Sierra Leone,SLE,38.675,49.382,48.497,50.228,2.25256721055559,3223031,3192605,6415636,49.7628761980885,50.2371238019115,..
2010,YR2010,Singapore,SGP,9.3,81.5414634146342,79.2,84,1.77183287926401,2429972,2646760,5076732,52.1351075875483,47.8648924124517,..
2010,YR2010,Sint Maarten (Dutch part),SXM,13.1,..,..,..,-0.532990982673547,..,..,34056,..,..,..
2010,YR2010,Slovak Republic,SVK,11.2,75.1121951219512,71.6,78.8,0.0931912731899838,2776335,2615093,5391428,48.5046425129059,51.4953574870941,..
2010,YR2010,Slovenia,SVN,10.9,79.4219512195122,76.3,82.7,0.43607948463593,1033502,1015081,2048583,49.5503921038928,50.4496078961072,..
2010,YR2010,Small states,SST,23.9110561990212,66.201197799991,64.6886915239471,67.8751119194388,2.05348922676998,16934413,18058264,35238631,51.6058341795845,48.3941658204155,..
2010,YR2010,Solomon Islands,SLB,33.965,70.674,69.067,72.547,2.43127551805425,259675,268186,527861,50.8061781415941,49.1938218584059,..
2010,YR2010,Somalia,SOM,44.162,53.99,52.441,55.623,2.74573941935183,6027843,6016043,12043886,49.9510124888263,50.0489875111737,..
2010,YR2010,South Africa,ZAF,23.305,57.669,54.906,60.565,1.45528193348191,25947466,25269501,51216967,49.3381441349309,50.6618558650691,..
2010,YR2010,South Asia,SAS,22.4129848519233,66.8487685017748,65.8177067820116,67.9653966405633,1.43492162815882,790528602,848264325,1638792927,51.7615319803,48.2384680197,..
2010,YR2010,South Asia (IDA & IBRD),TSA,22.4129848519233,66.8487685017748,65.8177067820116,67.9653966405633,1.43492162815882,790528602,848264325,1638792927,51.7615319803,48.2384680197,..
2010,YR2010,South Sudan,SSD,38.219,54.8,53.575,56.048,3.9265272772907,4755873,4752499,9508372,49.9822577408625,50.0177422591375,..
2010,YR2010,Spain,ESP,10.4,81.6268292682927,78.7,84.7,0.460408305051304,23555788,23021109,46576897,49.4260245107441,50.5739754892559,..
2010,YR2010,Sri Lanka,LKA,17.838,75.439,71.995,78.933,0.684559602845539,10395425,9866313,20261738,48.6943074676022,51.3056925323978,..
2010,YR2010,St. Kitts and Nevis,KNA,..,..,..,..,0.844180814941206,..,..,49011,..,..,..
2010,YR2010,St. Lucia,LCA,13.08,74.852,73.457,76.311,1.07937464193729,88414,85678,174092,49.2142085793718,50.7857914206282,..
2010,YR2010,St. Martin (French part),MAF,16.8,78.5219512195122,75.4,81.8,0.538941033954403,..,..,37582,..,..,..
2010,YR2010,St. Vincent and the Grenadines,VCT,16.252,71.776,69.491,74.335,-0.0304775276772351,53158,55102,108260,50.8978385368557,49.1021614631443,..
2010,YR2010,Sub-Saharan Africa,SSF,38.8567234173848,56.7254700213101,55.1977722494604,58.2714272075471,2.76352652372771,436360498,432664617,869025115,49.7873547011036,50.2126452988964,..
2010,YR2010,Sub-Saharan Africa (excluding high income),SSA,38.8590021048298,56.7237682841055,55.1962838485242,58.2695122258082,2.76351948743712,436317045,432618300,868935345,49.7871679871144,50.2128320128856,..
2010,YR2010,Sub-Saharan Africa (IDA & IBRD countries),TSS,38.8567234173848,56.7254700213101,55.1977722494604,58.2714272075471,2.76352652372771,436360498,432664617,869025115,49.7873547011036,50.2126452988964,..
2010,YR2010,Sudan,SDN,35.475,62.764,61.031,64.545,2.22824511570542,17312732,17232282,34545014,49.8835577255809,50.1164422744191,..
2010,YR2010,Suriname,SUR,20.485,70.465,67.336,73.807,1.14290868393583,262604,266522,529126,50.3702331769749,49.6297668230251,..
2010,YR2010,Sweden,SWE,12.3,81.4512195121951,79.5,83.5,0.852524628765313,4706949,4671177,9378126,49.8092843389094,50.1907156610907,..
2010,YR2010,Switzerland,CHE,10.3,82.2463414634147,80.1,84.5,1.0415580576588,3971919,3852990,7824909,49.2400630375913,50.7599369624087,..
2010,YR2010,Syrian Arab Republic,SYR,28.145,72.108,68.113,76.778,0.736079607629261,10577491,10785050,21362541,50.4858012911479,49.5141987088521,..
2010,YR2010,Tajikistan,TJK,31.627,68.736,66.549,71.153,2.18439215473896,3729559,3797838,7527397,50.4535365943898,49.5464634056102,..
2010,YR2010,Tanzania,TZA,40.249,58.584,56.776,60.369,2.91188894130246,22227068,22119464,44346532,49.8786782244889,50.1213217755111,..
2010,YR2010,Thailand,THA,11.757,74.184,70.749,77.725,0.489622687570703,34263753,32931279,67195032,49.0085025928703,50.9914974071297,..
2010,YR2010,Timor-Leste,TLS,30.694,67.186,65.631,68.794,1.77428525606029,540775,552742,1093517,50.5471794219934,49.4528205780066,..
2010,YR2010,Togo,TGO,37.207,57.468,56.781,58.133,2.6962976659218,3236041,3185633,6421674,49.6075166693295,50.3924833306705,..
2010,YR2010,Tonga,TON,27.421,70.059,68.081,72.03,0.0808166372313784,51851,52130,103981,50.1341591252248,49.8658408747752,..
2010,YR2010,Trinidad and Tobago,TTO,15.206,71.946,69.217,74.766,0.54532583381721,670386,657758,1328144,49.5245997421966,50.4754002578034,..
2010,YR2010,Tunisia,TUN,18.149,75.041,72.842,77.392,1.0354454908345,5332212,5303033,10635245,49.8628193332641,50.1371806667359,..
2010,YR2010,Turkey,TUR,17.918,74.507,71.199,77.84,1.40008860606542,36762746,35564246,72326992,49.171471143166,50.828528856834,..
2010,YR2010,Turkmenistan,TKM,25.405,66.657,63.161,70.221,1.57024944886588,2584697,2502514,5087211,49.1922587838405,50.8077412161595,..
2010,YR2010,Turks and Caicos Islands,TCA,..,..,..,..,2.24498908392546,..,..,32658,..,..,..
2010,YR2010,Tuvalu,TUV,..,..,..,..,1.03182342783917,..,..,10521,..,..,..
2010,YR2010,Uganda,UGA,44.693,57.099,55.349,58.725,3.18660981826466,16513345,15914819,32428164,49.0771509605046,50.9228490394954,..
2010,YR2010,Ukraine,UKR,10.8,70.2653658536586,65.28,75.5,-0.397263167656909,24697619,21173122,45870741,46.1582291752335,53.8417708247665,..
2010,YR2010,United Arab Emirates,ARE,11.888,76.332,75.624,77.77,7.68722216681039,2154032,6395966,8549998,74.8066373816696,25.1933626183304,..
2010,YR2010,United Kingdom,GBR,12.9,80.4024390243902,78.5,82.4,0.783888646646516,31931743,30834622,62766365,49.1260286177071,50.8739713822929,..
